 730 (26,22) U+271B '✛'
 731 (27,22) U+271C '✜'
 732 (28,22) U+271D '✝'
 733 (29,22) U+271E '✞'
 734 (30,22) U+271F '✟'
 735 (31,22) U+2720 '✠'
 736 ( 0,23) U+2721 '✡'
 737 ( 1,23) U+2722 '✢'
 738 ( 2,23) U+2723 '✣'
 739 ( 3,23) U+2724 '✤'
 740 ( 4,23) U+2725 '✥'
 741 ( 5,23) U+2726 '✦'
 742 ( 6,23) U+2727 '✧'
 743 ( 7,23) U+2728 '✨'
 744 ( 8,23) U+2729 '✩'
 745 ( 9,23) U+272A '✪'
 746 (10,23) U+272B '✫'
 747 (11,23) U+272C '✬'
 748 (12,23) U+272D '✭'
 749 (13,23) U+272E '✮'
 750 (14,23) U+272F '✯'
 751 (15,23) U+2730 '✰'
 752 (16,23) U+2731 '✱'
 753 (17,23) U+2732 '✲'
 754 (18,23) U+2733 '✳'
 755 (19,23) U+2734 '✴'
 756 (20,23) U+2735 '✵'
 757 (21,23) U+2736 '✶'
 758 (22,23) U+2737 '✷'
 759 (23,23) U+2738 '✸'
 760 (24,23) U+2739 '✹'
 761 (25,23) U+273A '✺'
 762 (26,23) U+273B '✻'
 763 (27,23) U+273C '✼'
 764 (28,23) U+273D '✽'
 765 (29,23) U+273E '✾'
 766 (30,23) U+273F '✿'
 767 (31,23) U+2740 '❀'
 768 ( 0,24) U+2741 '❁'
 769 ( 1,24) U+2742 '❂'
 770 ( 2,24) U+2743 '❃'
 771 ( 3,24) U+2744 '❄'
 772 ( 4,24) U+2745 '❅'
 773 ( 5,24) U+2746 '❆'
 774 ( 6,24) U+2747 '❇'
 775 ( 7,24) U+2748 '❈'
 776 ( 8,24) U+2749 '❉'
 777 ( 9,24) U+274A '❊'
 778 (10,24) U+274B '❋'
 779 (11,24) U+274C '❌'
 780 (12,24) U+274D '❍'
 781 (13,24) U+274E '❎'
 782 (14,24) U+274F '❏'
 783 (15,24) U+2750 '❐'
 784 (16,24) U+2751 '❑'
 785 (17,24) U+2752 '❒'
 786 (18,24) U+2753 '❓'
 787 (19,24) U+2754 '❔'
 788 (20,24) U+2755 '❕'
 789 (21,24) U+2756 '❖'
 790 (22,24) U+2757 '❗'
 791 (23,24) U+2758 '❘'
 792 (24,24) U+2759 '❙'
 793 (25,24) U+275A '❚'
 794 (26,24) U+275B '❛'
 795 (27,24) U+275C '❜'
 796 (28,24) U+275D '❝'
 797 (29,24) U+275E '❞'
 798 (30,24) U+275F '❟'
 799 (31,24) U+2760 '❠'
 800 ( 0,25) U+2761 '❡'
 801 ( 1,25) U+2762 '❢'
 802 ( 2,25) U+2763 '❣'
 803 ( 3,25) U+2764 '❤'
 804 ( 4,25) U+2765 '❥'
 805 ( 5,25) U+2766 '❦'
 806 ( 6,25) U+2767 '❧'
 807 ( 7,25) U+2768 '❨'
 808 ( 8,25) U+2769 '❩'
 809 ( 9,25) U+276A '❪'
 810 (10,25) U+276B '❫'
 811 (11,25) U+276C '❬'
 812 (12,25) U+276D '❭'
 813 (13,25) U+276E '❮'
 814 (14,25) U+276F '❯'
 815 (15,25) U+2770 '❰'
 816 (16,25) U+2771 '❱'
 817 (17,25) U+2772 '❲'
 818 (18,25) U+2773 '❳'
 819 (19,25) U+2774 '❴'
 820 (20,25) U+2775 '❵'
 821 (21,25) U+2776 '❶'
 822 (22,25) U+2777 '❷'
 823 (23,25) U+2778 '❸'
 824 (24,25) U+2779 '❹'
 825 (25,25) U+277A '❺'
 826 (26,25) U+277B '❻'
 827 (27,25) U+277C '❼'
 828 (28,25) U+277D '❽'
 829 (29,25) U+277E '❾'
 830 (30,25) U+277F '❿'
 831 (31,25) U+2780 '➀'
 832 ( 0,26) U+2781 '➁'
 833 ( 1,26) U+2782 '➂'
 834 ( 2,26) U+2783 '➃'
 835 ( 3,26) U+2784 '➄'
 836 ( 4,26) U+2785 '➅'
 837 ( 5,26) U+2786 '➆'
 838 ( 6,26) U+2787 '➇'
 839 ( 7,26) U+2788 '➈'
 840 ( 8,26) U+2789 '➉'
 841 ( 9,26) U+278A '➊'
 842 (10,26) U+278B '➋'
 843 (11,26) U+278C '➌'
 844 (12,26) U+278D '➍'
 845 (13,26) U+278E '➎'
 846 (14,26) U+278F '➏'
 847 (15,26) U+2790 '➐'
 848 (16,26) U+2791 '➑'
 849 (17,26) U+2792 '➒'
 850 (18,26) U+2793 '➓'
 851 (19,26) U+2794 '➔'
 852 (20,26) U+2795 '➕'
 853 (21,26) U+2796 '➖'
 854 (22,26) U+2797 '➗'
 855 (23,26) U+2798 '➘'
 856 (24,26) U+2799 '➙'
 857 (25,26) U+279A '➚'
 858 (26,26) U+279B '➛'
 859 (27,26) U+279C '➜'
 860 (28,26) U+279D '➝'
 861 (29,26) U+279E '➞'
 862 (30,26) U+279F '➟'
 863 (31,26) U+27A0 '➠'
 864 ( 0,27) U+27A1 '➡'
 865 ( 1,27) U+27A2 '➢'
 866 ( 2,27) U+27A3 '➣'
 867 ( 3,27) U+27A4 '➤'
 868 ( 4,27) U+27A5 '➥'
 869 ( 5,27) U+27A6 '➦'
 870 ( 6,27) U+27A7 '➧'
 871 ( 7,27) U+27A8 '➨'
 872 ( 8,27) U+27A9 '➩'
 873 ( 9,27) U+27AA '➪'
 874 (10,27) U+27AB '➫'
 875 (11,27) U+27AC '➬'
 876 (12,27) U+27AD '➭'
 877 (13,27) U+27AE '➮'
 878 (14,27) U+27AF '➯'
 879 (15,27) U+27B0 '➰'
 880 (16,27) U+27B1 '➱'
 881 (17,27) U+27B2 '➲'
 882 (18,27) U+27B3 '➳'
 883 (19,27) U+27B4 '➴'
 884 (20,27) U+27B5 '➵'
 885 (21,27) U+27B6 '➶'
 886 (22,27) U+27B7 '➷'
 887 (23,27) U+27B8 '➸'
 888 (24,27) U+27B9 '➹'
 889 (25,27) U+27BA '➺'
 890 (26,27) U+27BB '➻'
 891 (27,27) U+27BC '➼'
 892 (28,27) U+27BD '➽'
 893 (29,27) U+27BE '➾'
 894 (30,27) U+27BF '➿'
